FMQ,PT,FMQ_PT,FMQCAT,,,
Renal and Urinary Infection,Escherichia urinary tract infection,Renal and Urinary Infection-Escherichia urinary tract infection,Narrow,,,
Renal and Urinary Infection,Follicular cystitis,Renal and Urinary Infection-Follicular cystitis,Narrow,,,
Renal and Urinary Infection,Fungal cystitis,Renal and Urinary Infection-Fungal cystitis,Narrow,,,
Renal and Urinary Infection,Genitourinary tract gonococcal infection,Renal and Urinary Infection-Genitourinary tract gonococcal infection,Narrow,,,
Renal and Urinary Infection,Genitourinary tract infection,Renal and Urinary Infection-Genitourinary tract infection,Narrow,,,
Renal and Urinary Infection,Kidney infection,Renal and Urinary Infection-Kidney infection,Narrow,,,
Renal and Urinary Infection,Nitrite urine present,Renal and Urinary Infection-Nitrite urine present,Narrow,,,
Renal and Urinary Infection,Parasite urine test positive,Renal and Urinary Infection-Parasite urine test positive,Narrow,,,
Renal and Urinary Infection,Providencia urinary tract infection,Renal and Urinary Infection-Providencia urinary tract infection,Narrow,,,
Renal and Urinary Infection,Pyelocystitis,Renal and Urinary Infection-Pyelocystitis,Narrow,,,
Renal and Urinary Infection,Pyelonephritis,Renal and Urinary Infection-Pyelonephritis,Narrow,,,
Renal and Urinary Infection,Pyelonephritis acute,Renal and Urinary Infection-Pyelonephritis acute,Narrow,,,
Renal and Urinary Infection,Pyelonephritis chronic,Renal and Urinary Infection-Pyelonephritis chronic,Narrow,,,
Renal and Urinary Infection,Pyelonephritis fungal,Renal and Urinary Infection-Pyelonephritis fungal,Narrow,,,
Renal and Urinary Infection,Pyelonephritis mycoplasmal,Renal and Urinary Infection-Pyelonephritis mycoplasmal,Narrow,,,
Renal and Urinary Infection,Pyelonephritis viral,Renal and Urinary Infection-Pyelonephritis viral,Narrow,,,
Renal and Urinary Infection,Pyonephrosis,Renal and Urinary Infection-Pyonephrosis,Narrow,,,
Renal and Urinary Infection,Renal abscess,Renal and Urinary Infection-Renal abscess,Narrow,,,
Renal and Urinary Infection,Renal cyst infection,Renal and Urinary Infection-Renal cyst infection,Narrow,,,
Renal and Urinary Infection,Renal echinococciasis,Renal and Urinary Infection-Renal echinococciasis,Narrow,,,
Renal and Urinary Infection,Renal graft infection,Renal and Urinary Infection-Renal graft infection,Narrow,,,
Renal and Urinary Infection,Renal syphilis,Renal and Urinary Infection-Renal syphilis,Narrow,,,
Renal and Urinary Infection,Renal tuberculosis,Renal and Urinary Infection-Renal tuberculosis,Narrow,,,
Renal and Urinary Infection,Streptococcal urinary tract infection,Renal and Urinary Infection-Streptococcal urinary tract infection,Narrow,,,
Renal and Urinary Infection,Tuberculosis bladder,Renal and Urinary Infection-Tuberculosis bladder,Narrow,,,
Renal and Urinary Infection,Ureter abscess,Renal and Urinary Infection-Ureter abscess,Narrow,,,
Renal and Urinary Infection,Ureteritis,Renal and Urinary Infection-Ureteritis,Narrow,,,
Renal and Urinary Infection,Urethral abscess,Renal and Urinary Infection-Urethral abscess,Narrow,,,
Renal and Urinary Infection,Urethral carbuncle,Renal and Urinary Infection-Urethral carbuncle,Narrow,,,
Renal and Urinary Infection,Urethral stricture post infection,Renal and Urinary Infection-Urethral stricture post infection,Narrow,,,
Renal and Urinary Infection,Urethritis,Renal and Urinary Infection-Urethritis,Narrow,,,
Renal and Urinary Infection,Urethritis chlamydial,Renal and Urinary Infection-Urethritis chlamydial,Narrow,,,
Renal and Urinary Infection,Urethritis gonococcal,Renal and Urinary Infection-Urethritis gonococcal,Narrow,,,
Renal and Urinary Infection,Urethritis mycoplasmal,Renal and Urinary Infection-Urethritis mycoplasmal,Narrow,,,
Renal and Urinary Infection,Urethritis trichomonal,Renal and Urinary Infection-Urethritis trichomonal,Narrow,,,
Renal and Urinary Infection,Urethritis ureaplasmal,Renal and Urinary Infection-Urethritis ureaplasmal,Narrow,,,
Renal and Urinary Infection,Urinary bladder abscess,Renal and Urinary Infection-Urinary bladder abscess,Narrow,,,
Renal and Urinary Infection,Urinary meatitis,Renal and Urinary Infection-Urinary meatitis,Narrow,,,
Renal and Urinary Infection,Urinary tract abscess,Renal and Urinary Infection-Urinary tract abscess,Narrow,,,
Renal and Urinary Infection,Urinary tract candidiasis,Renal and Urinary Infection-Urinary tract candidiasis,Narrow,,,
Renal and Urinary Infection,Urinary tract infection,Renal and Urinary Infection-Urinary tract infection,Narrow,,,
Renal and Urinary Infection,Urinary tract infection bacterial,Renal and Urinary Infection-Urinary tract infection bacterial,Narrow,,,
Renal and Urinary Infection,Urinary tract infection enterococcal,Renal and Urinary Infection-Urinary tract infection enterococcal,Narrow,,,
Renal and Urinary Infection,Urinary tract infection fungal,Renal and Urinary Infection-Urinary tract infection fungal,Narrow,,,
Renal and Urinary Infection,Urinary tract infection neonatal,Renal and Urinary Infection-Urinary tract infection neonatal,Narrow,,,
Renal and Urinary Infection,Urinary tract infection pseudomonal,Renal and Urinary Infection-Urinary tract infection pseudomonal,Narrow,,,
Renal and Urinary Infection,Urinary tract infection staphylococcal,Renal and Urinary Infection-Urinary tract infection staphylococcal,Narrow,,,
Renal and Urinary Infection,Urinary tract infection viral,Renal and Urinary Infection-Urinary tract infection viral,Narrow,,,
Renal and Urinary Infection,Urogenital infection bacterial,Renal and Urinary Infection-Urogenital infection bacterial,Narrow,,,
Renal and Urinary Infection,Urogenital infection fungal,Renal and Urinary Infection-Urogenital infection fungal,Narrow,,,
Renal and Urinary Infection,Urogenital trichomoniasis,Renal and Urinary Infection-Urogenital trichomoniasis,Narrow,,,
Renal and Urinary Infection,Urosepsis,Renal and Urinary Infection-Urosepsis,Narrow,,,
Renal and Urinary Infection,Viral haemorrhagic cystitis,Renal and Urinary Infection-Viral haemorrhagic cystitis,Narrow,,,
Renal and Urinary Infection,Infected urinoma,Renal and Urinary Infection-Infected urinoma,Narrow,,,
Renal and Urinary Infection,Urinary tract candidiasis,Renal and Urinary Infection-Urinary tract candidiasis,Narrow,,,
Renal and Urinary Infection,Asymptomatic bacteriuria,Renal and Urinary Infection-Asymptomatic bacteriuria,Broad,,,
Renal and Urinary Infection,Bacteriuria,Renal and Urinary Infection-Bacteriuria,Broad,,,
Renal and Urinary Infection,Bladder pain,Renal and Urinary Infection-Bladder pain,Broad,,,
Renal and Urinary Infection,Cells in urine,Renal and Urinary Infection-Cells in urine,Broad,,,
Renal and Urinary Infection,Cystitis haemorrhagic,Renal and Urinary Infection-Cystitis haemorrhagic,Broad,,,
Renal and Urinary Infection,Cystitis-like symptom,Renal and Urinary Infection-Cystitis-like symptom,Broad,,,
Renal and Urinary Infection,Dysuria,Renal and Urinary Infection-Dysuria,Broad,,,
Renal and Urinary Infection,Genitourinary syndrome of menopause,Renal and Urinary Infection-Genitourinary syndrome of menopause,Broad,,,
Renal and Urinary Infection,Lower urinary tract symptoms,Renal and Urinary Infection-Lower urinary tract symptoms,Broad,,,
Renal and Urinary Infection,Penile gangrene,Renal and Urinary Infection-Penile gangrene,Broad,,,
Renal and Urinary Infection,Polyuria,Renal and Urinary Infection-Polyuria,Broad,,,
Renal and Urinary Infection,Protein urine present,Renal and Urinary Infection-Protein urine present,Broad,,,
Renal and Urinary Infection,Pyuria,Renal and Urinary Infection-Pyuria,Broad,,,
Renal and Urinary Infection,Red blood cells urine positive,Renal and Urinary Infection-Red blood cells urine positive,Broad,,,
Renal and Urinary Infection,Sterile pyuria,Renal and Urinary Infection-Sterile pyuria,Broad,,,
Renal and Urinary Infection,Urethral discharge,Renal and Urinary Infection-Urethral discharge,Broad,,,
Renal and Urinary Infection,Urethral discharge syndrome,Renal and Urinary Infection-Urethral discharge syndrome,Broad,,,
Renal and Urinary Infection,Urinary tract discomfort,Renal and Urinary Infection-Urinary tract discomfort,Broad,,,
Renal and Urinary Infection,Urinary tract disorder,Renal and Urinary Infection-Urinary tract disorder,Broad,,,
Renal and Urinary Infection,Urinary tract inflammation,Renal and Urinary Infection-Urinary tract inflammation,Broad,,,
Renal and Urinary Infection,Urinary tract pain,Renal and Urinary Infection-Urinary tract pain,Broad,,,
Renal and Urinary Infection,Urine leukocyte esterase positive,Renal and Urinary Infection-Urine leukocyte esterase positive,Broad,,,
Renal and Urinary Infection,White blood cells urine positive,Renal and Urinary Infection-White blood cells urine positive,Broad,,,
Renal and Urinary Infection,Viruria,Renal and Urinary Infection-Viruria,Narrow,,,
Respiratory Depression,Neonatal respiratory arrest,Respiratory Depression-Neonatal respiratory arrest,Narrow,,,
Respiratory Depression,Neonatal respiratory depression,Respiratory Depression-Neonatal respiratory depression,Narrow,,,
Respiratory Depression,Respiratory arrest,Respiratory Depression-Respiratory arrest,Narrow,,,
Respiratory Depression,Respiratory depression,Respiratory Depression-Respiratory depression,Narrow,,,
Respiratory Depression,ROHHAD syndrome,Respiratory Depression-ROHHAD syndrome,Narrow,,,
Respiratory Depression,Acute respiratory failure,Respiratory Depression-Acute respiratory failure,Broad,,,
Respiratory Depression,Adaptive servo-ventilation,Respiratory Depression-Adaptive servo-ventilation,Broad,,,
Respiratory Depression,Anoxia,Respiratory Depression-Anoxia,Broad,,,
Respiratory Depression,Apnoea,Respiratory Depression-Apnoea,Broad,,,
Respiratory Depression,Apnoeic attack,Respiratory Depression-Apnoeic attack,Broad,,,
Respiratory Depression,Asphyxia,Respiratory Depression-Asphyxia,Broad,,,
Respiratory Depression,Blood pH decreased,Respiratory Depression-Blood pH decreased,Broad,,,
Respiratory Depression,Bradypnoea,Respiratory Depression-Bradypnoea,Broad,,,
Respiratory Depression,Breath sounds absent,Respiratory Depression-Breath sounds absent,Broad,,,
Respiratory Depression,Breathing-related sleep disorder,Respiratory Depression-Breathing-related sleep disorder,Broad,,,
Respiratory Depression,Capnogram abnormal,Respiratory Depression-Capnogram abnormal,Broad,,,
Respiratory Depression,Carbon dioxide abnormal,Respiratory Depression-Carbon dioxide abnormal,Broad,,,
Respiratory Depression,Carbon dioxide increased,Respiratory Depression-Carbon dioxide increased,Broad,,,
Respiratory Depression,Cardiopulmonary failure,Respiratory Depression-Cardiopulmonary failure,Broad,,,
Respiratory Depression,Cardio-respiratory arrest,Respiratory Depression-Cardio-respiratory arrest,Broad,,,
Respiratory Depression,Cardio-respiratory arrest neonatal,Respiratory Depression-Cardio-respiratory arrest neonatal,Broad,,,
Respiratory Depression,Central-alveolar hypoventilation,Respiratory Depression-Central-alveolar hypoventilation,Broad,,,
Respiratory Depression,Cheyne-Stokes respiration,Respiratory Depression-Cheyne-Stokes respiration,Broad,,,
Respiratory Depression,Congenital central hypoventilation syndrome,Respiratory Depression-Congenital central hypoventilation syndrome,Broad,,,
Respiratory Depression,Cyanosis,Respiratory Depression-Cyanosis,Broad,,,
Respiratory Depression,Cyanosis central,Respiratory Depression-Cyanosis central,Broad,,,
Respiratory Depression,Cyanosis neonatal,Respiratory Depression-Cyanosis neonatal,Broad,,,
Respiratory Depression,Dependence on respirator,Respiratory Depression-Dependence on respirator,Broad,,,
Respiratory Depression,Endotracheal intubation,Respiratory Depression-Endotracheal intubation,Broad,,,
Respiratory Depression,Endotracheal intubation complication,Respiratory Depression-Endotracheal intubation complication,Broad,,,
Respiratory Depression,Fat embolism syndrome,Respiratory Depression-Fat embolism syndrome,Broad,,,
Respiratory Depression,Hypercapnia,Respiratory Depression-Hypercapnia,Broad,,,
Respiratory Depression,Hypercapnic coma,Respiratory Depression-Hypercapnic coma,Broad,,,
Respiratory Depression,Hypopnoea,Respiratory Depression-Hypopnoea,Broad,,,
Respiratory Depression,Hypoventilation,Respiratory Depression-Hypoventilation,Broad,,,
Respiratory Depression,Hypoventilation neonatal,Respiratory Depression-Hypoventilation neonatal,Broad,,,
Respiratory Depression,Hypoxia,Respiratory Depression-Hypoxia,Broad,,,
Respiratory Depression,Infantile apnoea,Respiratory Depression-Infantile apnoea,Broad,,,
Respiratory Depression,Infantile apnoeic attack,Respiratory Depression-Infantile apnoeic attack,Broad,,,
Respiratory Depression,Life support,Respiratory Depression-Life support,Broad,,,
Respiratory Depression,Lung hypoinflation,Respiratory Depression-Lung hypoinflation,Broad,,,
Respiratory Depression,Mechanical ventilation,Respiratory Depression-Mechanical ventilation,Broad,,,
Respiratory Depression,Mechanical ventilation complication,Respiratory Depression-Mechanical ventilation complication,Broad,,,
Respiratory Depression,Neonatal anoxia,Respiratory Depression-Neonatal anoxia,Broad,,,
Respiratory Depression,Neonatal asphyxia,Respiratory Depression-Neonatal asphyxia,Broad,,,
Respiratory Depression,Neonatal hypoxia,Respiratory Depression-Neonatal hypoxia,Broad,,,
Respiratory Depression,Neonatal respiratory acidosis,Respiratory Depression-Neonatal respiratory acidosis,Broad,,,
Respiratory Depression,Neonatal respiratory failure,Respiratory Depression-Neonatal respiratory failure,Broad,,,
Respiratory Depression,Oxygen saturation abnormal,Respiratory Depression-Oxygen saturation abnormal,Broad,,,
Respiratory Depression,Oxygen saturation decreased,Respiratory Depression-Oxygen saturation decreased,Broad,,,
Respiratory Depression,Oxygen saturation immeasurable,Respiratory Depression-Oxygen saturation immeasurable,Broad,,,
Respiratory Depression,Oxygen therapy,Respiratory Depression-Oxygen therapy,Broad,,,
Respiratory Depression,PaO2/FiO2 ratio decreased,Respiratory Depression-PaO2/FiO2 ratio decreased,Broad,,,
Respiratory Depression,PaO2/FIO2 ratio decreased,Respiratory Depression-PaO2/FIO2 ratio decreased,Broad,,,
Respiratory Depression,PCO2 abnormal,Respiratory Depression-PCO2 abnormal,Broad,,,
Respiratory Depression,PCO2 increased,Respiratory Depression-PCO2 increased,Broad,,,
Respiratory Depression,Perry syndrome,Respiratory Depression-Perry syndrome,Broad,,,
Respiratory Depression,Pickwickian syndrome,Respiratory Depression-Pickwickian syndrome,Broad,,,
Respiratory Depression,PO2 abnormal,Respiratory Depression-PO2 abnormal,Broad,,,
Respiratory Depression,PO2 decreased,Respiratory Depression-PO2 decreased,Broad,,,
Respiratory Depression,Postoperative respiratory failure,Respiratory Depression-Postoperative respiratory failure,Broad,,,
Respiratory Depression,Prolonged expiration,Respiratory Depression-Prolonged expiration,Broad,,,
Respiratory Depression,Respiration abnormal,Respiratory Depression-Respiration abnormal,Broad,,,
Respiratory Depression,Respiratory acidosis,Respiratory Depression-Respiratory acidosis,Broad,,,
Respiratory Depression,Respiratory depth decreased,Respiratory Depression-Respiratory depth decreased,Broad,,,
Respiratory Depression,Respiratory failure,Respiratory Depression-Respiratory failure,Broad,,,
Respiratory Depression,Respiratory fatigue,Respiratory Depression-Respiratory fatigue,Broad,,,
Respiratory Depression,Respiratory paralysis,Respiratory Depression-Respiratory paralysis,Broad,,,
Respiratory Depression,Respiratory rate decreased,Respiratory Depression-Respiratory rate decreased,Broad,,,
Respiratory Depression,Sleep apnoea syndrome,Respiratory Depression-Sleep apnoea syndrome,Broad,,,
Respiratory Depression,Weaning failure,Respiratory Depression-Weaning failure,Broad,,,
Respiratory Failure,Acute respiratory distress syndrome,Respiratory Failure-Acute respiratory distress syndrome,Narrow,,,
Respiratory Failure,Acute respiratory failure,Respiratory Failure-Acute respiratory failure,Narrow,,,
Respiratory Failure,Adaptive servo-ventilation,Respiratory Failure-Adaptive servo-ventilation,Narrow,,,
Respiratory Failure,Agonal respiration,Respiratory Failure-Agonal respiration,Narrow,,,
Respiratory Failure,Alveolar oxygen partial pressure abnormal,Respiratory Failure-Alveolar oxygen partial pressure abnormal,Narrow,,,
Respiratory Failure,Alveolar oxygen partial pressure decreased,Respiratory Failure-Alveolar oxygen partial pressure decreased,Narrow,,,
Respiratory Failure,Alveolar-arterial oxygen gradient increased,Respiratory Failure-Alveolar-arterial oxygen gradient increased,Narrow,,,
Respiratory Failure,Anoxia,Respiratory Failure-Anoxia,Narrow,,,
Respiratory Failure,Asphyxia,Respiratory Failure-Asphyxia,Narrow,,,
Respiratory Failure,Asthmatic crisis,Respiratory Failure-Asthmatic crisis,Narrow,,,
Respiratory Failure,Automatic positive airway pressure,Respiratory Failure-Automatic positive airway pressure,Narrow,,,
Respiratory Failure,Bilevel positive airway pressure,Respiratory Failure-Bilevel positive airway pressure,Narrow,,,
Respiratory Failure,Brain hypoxia,Respiratory Failure-Brain hypoxia,Narrow,,,
Respiratory Failure,Carbon dioxide increased,Respiratory Failure-Carbon dioxide increased,Narrow,,,
Respiratory Failure,Cardiopulmonary failure,Respiratory Failure-Cardiopulmonary failure,Narrow,,,
Respiratory Failure,Cardio-respiratory arrest,Respiratory Failure-Cardio-respiratory arrest,Narrow,,,
Respiratory Failure,Cardio-respiratory arrest neonatal,Respiratory Failure-Cardio-respiratory arrest neonatal,Narrow,,,
Respiratory Failure,Central-alveolar hypoventilation,Respiratory Failure-Central-alveolar hypoventilation,Narrow,,,
Respiratory Failure,Chronic respiratory failure,Respiratory Failure-Chronic respiratory failure,Narrow,,,
Respiratory Failure,Congenital central hypoventilation syndrome,Respiratory Failure-Congenital central hypoventilation syndrome,Narrow,,,
Respiratory Failure,Continuous positive airway pressure,Respiratory Failure-Continuous positive airway pressure,Narrow,,,
Respiratory Failure,Cyanosis,Respiratory Failure-Cyanosis,Narrow,,,
Respiratory Failure,Cyanosis central,Respiratory Failure-Cyanosis central,Narrow,,,
Respiratory Failure,Cyanosis neonatal,Respiratory Failure-Cyanosis neonatal,Narrow,,,
Respiratory Failure,Dependence on oxygen therapy,Respiratory Failure-Dependence on oxygen therapy,Narrow,,,
Respiratory Failure,Dependence on respirator,Respiratory Failure-Dependence on respirator,Narrow,,,
Respiratory Failure,Diaphragmatic pacemaker insertion,Respiratory Failure-Diaphragmatic pacemaker insertion,Narrow,,,
Respiratory Failure,Endotracheal intubation,Respiratory Failure-Endotracheal intubation,Narrow,,,
Respiratory Failure,Endotracheal intubation complication,Respiratory Failure-Endotracheal intubation complication,Narrow,,,
Respiratory Failure,Fat embolism syndrome,Respiratory Failure-Fat embolism syndrome,Narrow,,,
Respiratory Failure,Hypercapnia,Respiratory Failure-Hypercapnia,Narrow,,,
Respiratory Failure,Hypercapnic coma,Respiratory Failure-Hypercapnic coma,Narrow,,,
Respiratory Failure,Hypopnoea,Respiratory Failure-Hypopnoea,Narrow,,,
Respiratory Failure,Hypoventilation,Respiratory Failure-Hypoventilation,Narrow,,,
Respiratory Failure,Hypoventilation neonatal,Respiratory Failure-Hypoventilation neonatal,Narrow,,,
Respiratory Failure,Hypoxia,Respiratory Failure-Hypoxia,Narrow,,,
Respiratory Failure,Hypoxic-ischaemic encephalopathy,Respiratory Failure-Hypoxic-ischaemic encephalopathy,Narrow,,,
Respiratory Failure,Kaposi sarcoma inflammatory cytokine syndrome,Respiratory Failure-Kaposi sarcoma inflammatory cytokine syndrome,Narrow,,,
Respiratory Failure,Lung assist device therapy,Respiratory Failure-Lung assist device therapy,Narrow,,,
Respiratory Failure,Mechanical ventilation,Respiratory Failure-Mechanical ventilation,Narrow,,,
Respiratory Failure,Mechanical ventilation complication,Respiratory Failure-Mechanical ventilation complication,Narrow,,,
Respiratory Failure,Mini-tracheostomy,Respiratory Failure-Mini-tracheostomy,Narrow,,,
Respiratory Failure,Neonatal anoxia,Respiratory Failure-Neonatal anoxia,Narrow,,,
Respiratory Failure,Neonatal asphyxia,Respiratory Failure-Neonatal asphyxia,Narrow,,,
Respiratory Failure,Neonatal hypoxia,Respiratory Failure-Neonatal hypoxia,Narrow,,,
Respiratory Failure,Neonatal respiratory acidosis,Respiratory Failure-Neonatal respiratory acidosis,Narrow,,,
Respiratory Failure,Neonatal respiratory arrest,Respiratory Failure-Neonatal respiratory arrest,Narrow,,,
Respiratory Failure,Neonatal respiratory depression,Respiratory Failure-Neonatal respiratory depression,Narrow,,,
Respiratory Failure,Neonatal respiratory distress syndrome,Respiratory Failure-Neonatal respiratory distress syndrome,Narrow,,,
Respiratory Failure,Neonatal respiratory failure,Respiratory Failure-Neonatal respiratory failure,Narrow,,,
Respiratory Failure,Oxygen saturation abnormal,Respiratory Failure-Oxygen saturation abnormal,Narrow,,,
Respiratory Failure,Oxygen saturation decreased,Respiratory Failure-Oxygen saturation decreased,Narrow,,,
Respiratory Failure,Oxygen saturation immeasurable,Respiratory Failure-Oxygen saturation immeasurable,Narrow,,,
Respiratory Failure,Oxygen therapy,Respiratory Failure-Oxygen therapy,Narrow,,,
Respiratory Failure,PaO2/FiO2 ratio decreased,Respiratory Failure-PaO2/FiO2 ratio decreased,Narrow,,,
Respiratory Failure,PaO2/FIO2 ratio decreased,Respiratory Failure-PaO2/FIO2 ratio decreased,Narrow,,,
Respiratory Failure,PCO2 increased,Respiratory Failure-PCO2 increased,Narrow,,,
Respiratory Failure,Pickwickian syndrome,Respiratory Failure-Pickwickian syndrome,Narrow,,,
Respiratory Failure,PO2 abnormal,Respiratory Failure-PO2 abnormal,Narrow,,,
Respiratory Failure,PO2 decreased,Respiratory Failure-PO2 decreased,Narrow,,,
Respiratory Failure,Positive end-expiratory pressure,Respiratory Failure-Positive end-expiratory pressure,Narrow,,,
Respiratory Failure,Positive expiratory pressure therapy,Respiratory Failure-Positive expiratory pressure therapy,Narrow,,,
Respiratory Failure,Postoperative respiratory failure,Respiratory Failure-Postoperative respiratory failure,Narrow,,,
Respiratory Failure,Respiratory acidosis,Respiratory Failure-Respiratory acidosis,Narrow,,,
Respiratory Failure,Respiratory arrest,Respiratory Failure-Respiratory arrest,Narrow,,,
Respiratory Failure,Respiratory depression,Respiratory Failure-Respiratory depression,Narrow,,,
Respiratory Failure,Respiratory failure,Respiratory Failure-Respiratory failure,Narrow,,,
Respiratory Failure,Respiratory gas exchange disorder,Respiratory Failure-Respiratory gas exchange disorder,Narrow,,,
Respiratory Failure,Respiratory paralysis,Respiratory Failure-Respiratory paralysis,Narrow,,,
Respiratory Failure,ROHHAD syndrome,Respiratory Failure-ROHHAD syndrome,Narrow,,,
Respiratory Failure,Severe acute respiratory syndrome,Respiratory Failure-Severe acute respiratory syndrome,Narrow,,,
Respiratory Failure,Sleep apnoea syndrome,Respiratory Failure-Sleep apnoea syndrome,Narrow,,,
Respiratory Failure,Status asthmaticus,Respiratory Failure-Status asthmaticus,Narrow,,,
Respiratory Failure,Tracheostomy,Respiratory Failure-Tracheostomy,Narrow,,,
Respiratory Failure,Venous oxygen partial pressure abnormal,Respiratory Failure-Venous oxygen partial pressure abnormal,Narrow,,,
Respiratory Failure,Venous oxygen partial pressure decreased,Respiratory Failure-Venous oxygen partial pressure decreased,Narrow,,,
Respiratory Failure,Venous oxygen saturation abnormal,Respiratory Failure-Venous oxygen saturation abnormal,Narrow,,,
Respiratory Failure,Venous oxygen saturation decreased,Respiratory Failure-Venous oxygen saturation decreased,Narrow,,,
Respiratory Failure,Wean from ventilator,Respiratory Failure-Wean from ventilator,Narrow,,,
Respiratory Failure,Weaning failure,Respiratory Failure-Weaning failure,Narrow,,,
Respiratory Failure,Acute pulmonary oedema,Respiratory Failure-Acute pulmonary oedema,Broad,,,
Respiratory Failure,Airway burns,Respiratory Failure-Airway burns,Broad,,,
Respiratory Failure,Airway complication of anaesthesia,Respiratory Failure-Airway complication of anaesthesia,Broad,,,
Respiratory Failure,Anaesthetic complication pulmonary,Respiratory Failure-Anaesthetic complication pulmonary,Broad,,,
Respiratory Failure,Apnoea,Respiratory Failure-Apnoea,Broad,,,
Respiratory Failure,Apnoeic attack,Respiratory Failure-Apnoeic attack,Broad,,,
Respiratory Failure,Bradypnoea,Respiratory Failure-Bradypnoea,Broad,,,
Respiratory Failure,Bronchiolitis obliterans syndrome,Respiratory Failure-Bronchiolitis obliterans syndrome,Broad,,,
Respiratory Failure,Bronchoscopic lung volume reduction,Respiratory Failure-Bronchoscopic lung volume reduction,Broad,,,
Respiratory Failure,Capnogram abnormal,Respiratory Failure-Capnogram abnormal,Broad,,,
Respiratory Failure,Carbon dioxide abnormal,Respiratory Failure-Carbon dioxide abnormal,Broad,,,
Respiratory Failure,Cardiac asthma,Respiratory Failure-Cardiac asthma,Broad,,,
Respiratory Failure,Cardio-respiratory distress,Respiratory Failure-Cardio-respiratory distress,Broad,,,
Respiratory Failure,Chemical burn of respiratory tract,Respiratory Failure-Chemical burn of respiratory tract,Broad,,,
Respiratory Failure,Cheyne-Stokes respiration,Respiratory Failure-Cheyne-Stokes respiration,Broad,,,
Respiratory Failure,Clubbing,Respiratory Failure-Clubbing,Broad,,,
Respiratory Failure,Cystic fibrosis lung,Respiratory Failure-Cystic fibrosis lung,Broad,,,
Respiratory Failure,Dyspnoea,Respiratory Failure-Dyspnoea,Broad,,,
Respiratory Failure,Dyspnoea at rest,Respiratory Failure-Dyspnoea at rest,Broad,,,
Respiratory Failure,Dyspnoea exertional,Respiratory Failure-Dyspnoea exertional,Broad,,,
Respiratory Failure,Dyspnoea paroxysmal nocturnal,Respiratory Failure-Dyspnoea paroxysmal nocturnal,Broad,,,
Respiratory Failure,Foreign body aspiration,Respiratory Failure-Foreign body aspiration,Broad,,,
Respiratory Failure,Foreign body in respiratory tract,Respiratory Failure-Foreign body in respiratory tract,Broad,,,
Respiratory Failure,Glossoptosis,Respiratory Failure-Glossoptosis,Broad,,,
Respiratory Failure,Infantile apnoea,Respiratory Failure-Infantile apnoea,Broad,,,
Respiratory Failure,Intermittent positive pressure breathing,Respiratory Failure-Intermittent positive pressure breathing,Broad,,,
Respiratory Failure,Life support,Respiratory Failure-Life support,Broad,,,
Respiratory Failure,Meconium aspiration syndrome,Respiratory Failure-Meconium aspiration syndrome,Broad,,,
Respiratory Failure,Multisystem inflammatory syndrome in children,Respiratory Failure-Multisystem inflammatory syndrome in children,Broad,,,
Respiratory Failure,Neonatal respiratory distress,Respiratory Failure-Neonatal respiratory distress,Broad,,,
Respiratory Failure,Nocturnal dyspnoea,Respiratory Failure-Nocturnal dyspnoea,Broad,,,
Respiratory Failure,Orthopnoea,Respiratory Failure-Orthopnoea,Broad,,,
Respiratory Failure,PCO2 abnormal,Respiratory Failure-PCO2 abnormal,Broad,,,
Respiratory Failure,Perry syndrome,Respiratory Failure-Perry syndrome,Broad,,,
Respiratory Failure,Postoperative respiratory distress,Respiratory Failure-Postoperative respiratory distress,Broad,,,
Respiratory Failure,Respiratory distress,Respiratory Failure-Respiratory distress,Broad,,,
Respiratory Failure,Respiratory fatigue,Respiratory Failure-Respiratory fatigue,Broad,,,
Respiratory Failure,Respiratory rate decreased,Respiratory Failure-Respiratory rate decreased,Broad,,,
Respiratory Failure,Tachypnoea,Respiratory Failure-Tachypnoea,Broad,,,
Respiratory Failure,Transfusion-associated dyspnoea,Respiratory Failure-Transfusion-associated dyspnoea,Broad,,,
Respiratory Failure,Transient tachypnoea of the newborn,Respiratory Failure-Transient tachypnoea of the newborn,Broad,,,
Respiratory Failure,Upper airway obstruction,Respiratory Failure-Upper airway obstruction,Broad,,,
Respiratory Failure,Use of accessory respiratory muscles,Respiratory Failure-Use of accessory respiratory muscles,Broad,,,
Respiratory Failure,Xyphoid retraction,Respiratory Failure-Xyphoid retraction,Broad,,,
Rhabdomyolysis,Myoglobin urine present,Rhabdomyolysis-Myoglobin urine present,Narrow,,,
Rhabdomyolysis,Myoglobinuria,Rhabdomyolysis-Myoglobinuria,Narrow,,,
Rhabdomyolysis,Rhabdomyolysis,Rhabdomyolysis-Rhabdomyolysis,Narrow,,,
Rhabdomyolysis,Myoglobin urine,Rhabdomyolysis-Myoglobin urine,Narrow,,,
Rhabdomyolysis,3-hydroxyacetyl-coenzyme A dehydrogenase deficiency,Rhabdomyolysis-3-hydroxyacetyl-coenzyme A dehydrogenase deficiency,Broad,,,
Rhabdomyolysis,Blood creatine phosphokinase abnormal,Rhabdomyolysis-Blood creatine phosphokinase abnormal,Broad,,,
Rhabdomyolysis,Blood creatine phosphokinase increased,Rhabdomyolysis-Blood creatine phosphokinase increased,Broad,,,
Rhabdomyolysis,Blood creatine phosphokinase MM increased,Rhabdomyolysis-Blood creatine phosphokinase MM increased,Broad,,,
